title,abstract,authors,year,doi,source,keywords,doc_type,citations,database,query
Augmenting Deep Learning with Relational Knowledge from Markov Logic Networks,"Neuro-symbolic learning, where deep networks are combined with symbolic knowledge can help regularize the model and control overfitting. In particular, for applications where data instances are not independent, domain knowledge can be used to specify relational dependencies which may be hard to infer purely from the data. Symbolic AI models such as Markov Logic networks (MLNs) which are based on first-order logic are designed to represent and reason with uncertain background knowledge. However learning and inference algorithms in such models is known to be slow and inaccurate. In this paper, we develop a novel model that combines the best of both worlds, namely, the scalable learning capabilities of DNNs and symbolic knowledge specified in MLNs. To do this, we infer symmetries in the data based on the relational knowledge encoded in an MLN knowledge base and train a Convolutional Neural Network (CNN) to learn kernels combining symmetrical variables. However, by doing this, we are forced to split the relational data into independent instances for CNN training which may result is a loss of relational dependencies adding noise/uncertainty to the learned model. Therefore, instead of a single model, we learn a distribution over the model parameters. Our experiments illustrate that our model outperforms purely-MLN or purely-DNN based models in several different problem domains.",M. M. Islam; S. Sarkhel; D. Venugopal,2020,10.1109/bigdata50022.2020.9378055,2020 IEEE International Conference on Big Data (Big Data),Markov Logic Networks;Symbolic Models;Relational Learning;Deep Networks,IEEE Conferences,3.0,IEEE,R2A
Computational Fact-Checking of Online Discourse: Scoring Scientific Accuracy in Climate Change Related News Articles,"Democratic societies need reliable information. Misinformation in popular media, such as news articles or videos, threatens to impair civic discourse. Citizens are, unfortunately, not equipped to verify the flood of content consumed daily at increasing rates. This work aims to quantify the scientific accuracy of online media semi-automatically. We investigate the state of the art of climate-related ground truth knowledge representation. By semantifying media content of unknown veracity, their statements can be compared against these ground truth knowledge graphs. We implemented a workflow using LLM-based statement extraction and knowledge graph analysis. Our implementation can streamline content processing towards state-of-the-art knowledge representation and veracity quantification. Developed and evaluated with the help of 27 experts and detailed interviews with 10, the tool evidently provides a beneficial veracity indication. These findings are supported by 43 anonymous participants from a parallel user survey. This initial step, however, is unable to annotate public media at the required granularity and scale. Additionally, the identified state of climate change knowledge graphs is vastly insufficient to support this neurosymbolic fact-checking approach. Further work towards a FAIR (Findable, Accessible, Interoperable, Reusable) ground truth and complementary metrics is required to support civic discourse scientifically.",T. Wittenborg; C. S. Tremel; O. Karras; S. Auer,2025,10.1109/ickg66886.2025.00055,2025 IEEE International Conference on Knowledge Graph (ICKG),Scientific Accuracy;Climate Change;Fake News;LLM,IEEE Conferences,,IEEE,R2A
Systems and Control Perspectives on Hybrid Learning and Neurosymbolic Artificial Intelligence,"We consider inference, control and decision making in single-agent or multi-agent dynamical systems, where the dynamical systems are hybrid automata, and the metrics and specifications involve hybrid variables, i.e. both Boolean and numerical variables. We first describe the great variety of applications that lead to such problems including autonomous cars and large scale smart robo-cab systems, sensor networks, to next generation hybrid terrestrial and non-terrestrial networks, smart energy systems, medical diagnosis problems, smart manufacturing systems, scheduling in modern semiconductor manufacturing foundries, network security and trust. The complexity of such autonomous systems necessitates the efficient integration of domain knowledge based methods with data driven methods, i.e. machine learning (ML) and artificial intelligence methods. We identify several key challenges in these problems: achieving high performance with limited data samples, unsupervised and supervised ML with hybrid variables, multi-criteria based AI, risk and performance duality and its relationship to efficient sampling and large deviations theory, novel model predictive problems with hybrid systems and on graphs, efficient integration of domain specific LLMs with Knowledge Graphs (KGs). We demonstrate how trade-off analysis via multi-objective optimization, with hybrid variables, can play an important role in solving such problems. We describe such methods and algorithms as examples of homotopy optimization with hybrid variables. We describe how the resulting algorithms relate closely to Neurosymbolic AI.",J. Baras,2025,10.23919/ecc65951.2025.11187079,2025 European Control Conference (ECC),Hybrid homotopy optimization;risk sensitive optimization;hybrid variable learning,IEEE Conferences,,IEEE,R2A
A Hybrid Soft–Hard Rule Learning Framework With Layout-Type Constraints for Poster-Level Spatial Relation Extraction,"Poster-level relation extraction (PosterRE) identifies spatial and semantic relationships among layout elements. While recent rule-based approaches improve model effectiveness, pipeline methods suffer from error propagation and end-to-end methods risk learning spurious rules. A critical limitation is neglecting element type information during rule acquisition. Building upon established neural-symbolic learning principles, we present Soft-Hard Rules with Layout Type Constraints (SH-LTRs), a framework that adapts hybrid soft-hard rule learning to spatial reasoning domains. Our approach combines a Hard Layout Type Rules Module (H-LTRs) that establishes rigid type-aware constraints through spatial pattern mining with a Soft Layout Type Rule Reasoning Module (S-LTRs) that parameterizes rule inference via neural networks. Through a rule consistency loss function, S-LTRs learns under hard rule guidance, preventing incorrect rule acquisition. Extensive experiments across three benchmark datasets and two baseline architectures demonstrate state-of-the-art performance with F1 and IgnF1 scores of 87.39 and 82.43, surpassing existing rule learning frameworks for layout understanding.",P. Chao,2025,10.1109/access.2025.3644951,IEEE Access,Poster-level relation extraction;rules learning;hard rules;soft rules;rule consistency loss;layout understanding,IEEE Journals,,IEEE,R2A
SmartPilot: A Multiagent CoPilot for Adaptive and Intelligent Manufacturing,"In the dynamic landscape of Industry 4.0, achieving efficiency, precision, and adaptability is essential to optimize manufacturing operations. Industries suffer due to supply chain disruptions caused by anomalies, which are being detected by current AI models but leaving domain experts uncertain without deeper insights into these anomalies. Additionally, operational inefficiencies persist due to inaccurate production forecasts and the limited effectiveness of traditional AI models for processing complex sensor data. Despite these advancements, existing systems lack the seamless integration of these capabilities needed to create a truly unified solution for enhancing production and decision-making. We propose SmartPilot, a neurosymbolic, multiagent CoPilot designed for advanced reasoning and contextual decision-making to address these challenges. SmartPilot processes multimodal sensor data and is compact to deploy on edge devices. It focuses on three key tasks: anomaly prediction, production forecasting, and domain-specific question answering. By bridging the gap between AI capabilities and real-world industrial needs, SmartPilot empowers industries with intelligent decision-making and drives transformative innovation in manufacturing. The demonstration video, datasets, and supplementary materials are available at https://github.com/ChathurangiShyalika/SmartPilot.",C. Shyalika; R. Prasad; A. Al Ghazo; D. Eswaramoorthi; H. Kaur; S. S. Muthuselvam; A. Sheth,2025,10.1109/cai64502.2025.00007,2025 IEEE Conference on Artificial Intelligence (CAI),Smart Manufacturing;Multimodal data;CoPilot;Multiagent;Neurosymbolic AI,IEEE Conferences,1.0,IEEE,R2A
PROTOtypical Logic Tensor Networks (PROTO-LTN) for Zero Shot Learning,"Semantic image interpretation can vastly benefit from approaches that combine sub-symbolic distributed representation learning with the capability to reason at a higher level of abstraction. Logic Tensor Networks (LTNs) are a class of neuro-symbolic systems based on a differentiable, first-order logic grounded into a deep neural network. LTNs replace the classical concept of training set with a knowledge base of fuzzy logical axioms. By defining a set of differentiable operators to approximate the role of connectives, predicates, functions and quantifiers, a loss function is automatically specified so that LTNs can learn to satisfy the knowledge base. We focus here on the subsumption or isOfClass predicate, which is fundamental to encode most semantic image interpretation tasks. Unlike conventional LTNs, which rely on a separate predicate for each class (e.g., dog, cat), each with its own set of learnable weights, we propose a common isOfClass predicate, whose level of truth is a function of the distance between an object embedding and the corresponding class prototype. The PROTOtypical Logic Tensor Networks (PROTO-LTN) extend the current formulation by grounding abstract concepts as parametrized class prototypes in a high-dimensional embedding space, while reducing the number of parameters required to ground the knowledge base.We show how this architecture can be effectively trained in the few and zero-shot learning scenarios. Experiments on Generalized Zero Shot Learning benchmarks validate the proposed implementation as a competitive alternative to traditional embedding-based approaches. The proposed formulation opens up new opportunities in zero shot learning settings, as the LTN formalism allows to integrate background knowledge in the form of logical axioms to compensate for the lack of labelled examples. PROTO-LTN was implemented in Tensorflow and is available at https://github.com/FrancescoManigrass/PROTO-LTN.git",S. Martone; F. Manigrasso; F. Lamberti; L. Morra,2022,10.1109/icpr56361.2022.9956239,2022 26th International Conference on Pattern Recognition (ICPR),,IEEE Conferences,9.0,IEEE,R2A
Enhancing Transcription Factor Prediction via Domain Knowledge Integration With Logic Tensor Networks,"Transcription factors (TFs) play a pivotal role in regulating gene expression, making accurate TF prediction critical for elucidating gene regulatory mechanisms. However, existing approaches face two key limitations: (1) traditional methods struggle with low accuracy, and (2) deep learning models require large datasets yet often lack interpretability, especially when domain-specific biological knowledge is underutilized. To address these challenges, we present LTN-TFpredict, a neurosymbolic framework that integrates Logic Tensor Networks (LTNs) with deep learning to simultaneously enhance accuracy and interpretability. Our model leverages pre-trained protein language models for high-dimensional sequence embeddings and incorporates logical constraints derived from five key TF-related motifs: zinc fingers, leucine zippers, basic helix-loop-helix, forkhead, and winged helix-turn-helix, to guide learning with biologically meaningful rules. This integration enforces consistency with known TF characteristics, improving both predictive performance and biological validity. Experimental results demonstrate that LTN-TFpredict consistently outperforms traditional classifiers (TFpredict, XGBoost), CNN-based models (DeepTFactor, ProtCNN), transformer-based architectures (ESM-TFpredict, ProtT5), and two alternative strategies: multi-loss optimization and motif-based data augmentation, achieving state-of-the-art accuracy while preserving strict logical compliance with domain knowledge. By bridging deep learning and symbolic reasoning, LTN-TFpredict offers a robust, interpretable, and biologically grounded solution for TF prediction, advancing the application of neurosymbolic AI in computational biology.",L. Gao; L. Sun; V. S. Sheng,2025,10.1109/tcbbio.2025.3617864,IEEE Transactions on Computational Biology and Bioinformatics,Transcription factor;logic tensor networks;domain knowledge;protein language model,IEEE Journals,1.0,IEEE,R2A+R2B
Goal-Oriented Semantic Communications for 6G: From Theory to Applications,"The upcoming sixth-generation (6 G) communication paradigm introduces Goal-Oriented Semantic Communication (GoSC), which redefines the communication process by focusing not on raw data transmission but on delivering semantically meaningful and task-relevant information. Unlike traditional Shannon-based models, GoSC aims to optimize communication efficiency, latency, and resource usage by transmitting only the essential information contributing to task performance. This paper outlines the theoretical foundations of GoSC, presents its system architecture enhanced by artificial intelligence (AI) and edge intelligence, and explores key application areas such as autonomous vehicles, e-health, industrial IoT, and immersive augmented/virtual reality. Moreover, it discusses significant challenges, including scalability, standardization, and privacy, and highlights future directions involving human-in-the-loop systems, neuro-symbolic AI, and goal-aware network control. The study concludes that GoSC is poised to become a cornerstone of humancentric, intelligent 6 G networks by enabling communication systems to understand and act upon meaning, not just data.",D. Karhan; M. Güllü; S. Karahan; S. Çimen; M. S. Osmanca,2025,10.1109/icecce67514.2025.11258037,"2025 International Conference on Electrical, Communication and Computer Engineering (ICECCE)",6G Networks;Semantic Communication;GoalOriented Communication;Edge Intelligence;AI-Native Networks,IEEE Conferences,,IEEE,R2A
Neuro-Semantic Federated Meta-Optimization Framework for Quantum-Assisted Predictive Congnition in Self-Evolving Cyber-Physical Infrastructures,"The rapid evolution of cyber-physical infrastructures introduces challenging tasks in maintaining predictive resilience and adaptive cognition under a highly dynamic, heterogeneous, and privacy-restricted environment. Traditional distributed learning systems lack semantic and cognitive depth for situational awareness to interpret the evolving contextual patterns and mitigate the unpredictable anomalies in real time. This work addresses this gap through a Neuro-Semantic Federated Meta-Optimization Framework, which effectively integrates quantum-enhanced computation with deep neurocognitive intelligence for predictive anomaly cognition. The proposed system leverages semantic knowledge graphs and neuro-symbolic encoding at the edge layer for enabling semantic-aware reasoning fused with probabilistic quantum subspace modeling for efficient distributed learning. A federated meta-optimizer dynamically reconfigures the local models by means of cross-domain knowledge distillation with an aim to enhance adaptability and convergence speed. The novelty lies in quantum-assisted meta-learning with neuro-semantic cognition for self- evolving, context-aware optimization in cyber-physical ecosystems, thereby fostering sustainable development toward an autonomously intelligent infrastructure.",H. M. A; L. K; D. L,2025,10.1109/icacrs67045.2025.11324373,"2025 4th International Conference on Automation, Computing and Renewable Systems (ICACRS)",Quantum Cognition;Predictive Resilience;Cyber-Physical Intelligence;Semantic Reasoning;Adaptive Infrastructure;Distributed Cognition;Autonomous Evolution,IEEE Conferences,,IEEE,R2A
Artificial Intelligence Empowered Personalized Experience in the Hospitality Sector,"The paradigm shift in the hospitality industry is taking place with the development of smart systems that can help provide hyper-personalized experience to guests. In this paper, a new model and framework, namely Context-Aware Neuro-Symbolic Adaptive Experience Model (CANSAE) is presented to pursue better contextual responsiveness, interpretability and emotional interpretation of hospitality settings. To attain adaptive and privacy-compliant personalization, the proposed framework will combine neuro-symbolic reasoning, federated preference learning and multimodal emotion recognition. CANSAE combines deep neural networks and symbolic logic to provide transparency in its decisions besides addressing dynamism in customer preferences. The model utilizes federated learning to introduce the insights of distributed sources of data without violating the privacy of users whereas emotional context incorporation is a method of understanding real-time affective cues to customize ambiance and service delivery. Moreover, one can refer to a continuously developing knowledge graph, which is updated every time there is an interaction to help the system to anticipate and satisfy the needs of guests in advance. Reinforcement learning also helps to refine the individualization of a recommendation, and increase the user satisfaction scores. Through experimental simulations, CANSAE has been shown to be more adaptive, interpretative and more engaged with the guest than the current AI-based means of personalization. This piece of work constitutes a platform to emotion-sensitive and contextually relevant hospitality ecosystems that have the power to restructure user experiences in a sustainable and human-focused way. The suggested CANSAE model had an overall accuracy of 97.4%, indicating exceptional optimization of individualized experiences in the hospitality industry.",P. K. Tyagi; P. Sharma; P. Sharma; V. Valuskar; P. Tyagi,2025,10.1109/ictbig68706.2025.11323743,2025 IEEE 5th International Conference on ICT in Business Industry & Government (ICTBIG),DPN;CEM;CANSAE;FPF;NSRE;ECF;DKG,IEEE Conferences,,IEEE,R2A
Collaborative Moonwalkers,"We present the results of an advanced concept research for a collective of robotic rovers named Moonwalkers that implement bio-inspired motivations, distributed intelligence, and integrated deep learning techniques to demonstrate autonomous cooperative goal-directed lunar exploration with minimum human interventions. By borrowing concepts from biology, the Moonwalker rovers are driven by a set of balanced motivations (ex. Energy, safety, operating temperature, achievements, respect) to accomplish mission goals while maintaining safety from potential dangers. Drawing from contemporary neuroscience and computer science research, the Moonwalker rovers are equipped with system 1 (low-level) and system 2 (high-level) cognitive functions based on a two-level memory architecture utilizing a pre-trained multi-modal model in conjunction with a graph knowledgebase, which leverages knowledge graph embeddings. This neuro-symbolic approach enables the rovers to learn from and be guided by human knowledge, facilitating zero-shot learning, collaborative planning, and reasoning like human explorers under uncertain conditions. We also describe the construction of a virtual simulation environment with high-fidelity visualizations and prototype rover agents. By addressing selected problems, we demonstrate that physics informed machine learning can enhance the effectiveness of the virtual lunar test environment.",E. Chow; T. Lu; K. Payumo; G. B. de Fourou; E. Sadler; N. E. Janvisloo; J. Carrillo; B. Li; B. Hubler; O. Littlejohn; V. Hernandez-Cruz; S. Torrellas,2024,10.1109/aero58975.2024.10521103,2024 IEEE Aerospace Conference,,IEEE Conferences,5.0,IEEE,R2A
AI-Enhanced Management of Standard Operating Procedures: An Innovative Approach Integrating Large Language Models and Knowledge Graphs,"This paper presents an innovative solution to address inefficiencies in Standard Operating Procedure (SOP) management by integrating Large Language Models (LLMs) and Knowledge Graphs (KGs) to create an intelligent, contextaware digital assistant. Traditional SOP systems lack adaptability, contextual understanding, and dynamic functionality, leading to operational inefficiencies and compliance risks. By leveraging the interpretability of KGs and the generative capabilities of LLMs, the proposed solution offers enhanced functionality, including dynamic SOP chaining, realtime conflict detection, and actionable insights for decisionmaking. Through a specific example of use, we demonstrate how the proposed digital assistant enhances operational efficiency, reduces errors, and fosters adherence to regulatory standards. This work contributes to the evolution of SOP management by building on prominent AI advancements.",N. Karacapilidis; N. Giarelis; C. Mastrokostas,2025,10.1109/iisa66859.2025.11311202,"2025 16th International Conference on Information, Intelligence, Systems & Applications (IISA)",Large Language Models;Knowledge Graphs;Standard Operating Procedures;Explainable AI,IEEE Conferences,,IEEE,R2B
COTKEG: A Chain-of-Thought and Knowledge Graph Enhanced Method for Medical Large Language Models,"With the rapid advancement of large language models (LLMs) in natural language processing (NLP), their medical applications are gaining attention. LLMs can support healthcare professionals in diagnosis and treatment but face challenges such as hallucinations, limited reasoning, and constrained data. High accuracy and reliability are crucial in medicine. This paper proposes the COTKEG framework, integrating chain-of-thought reasoning and knowledge graphs to enhance LLMs’ medical accuracy. The framework includes two key modules: one deconstructs complex medical issues step by step, while the other incorporates structured knowledge to reduce hallucinations and improve reliability. Experiments on MMCUMedical and CMB-Exam datasets show that COTKEG outperforms baselines in exact match (EM), partial correct rate (PCR), and medical expertise (h1) and harmlessness (h2) scores. Future work can optimize retrieval, adapt to dynamic knowledge, and expand applications. COTKEG offers a promising approach to improving medical LLMs’ accuracy, reliability, and safety.",J. -X. Huang; E. -L. Yan,2025,10.1109/iscait64916.2025.11010691,2025 4th International Symposium on Computer Applications and Information Technology (ISCAIT),Artificial Intelligence;Large Language Models;Knowledge Graph;Chain-of-Thought Reasoning,IEEE Conferences,,IEEE,R2B
A Knowledge Graph–Enhanced Large Language Model Framework for Intelligent Network Resource Management,"Telecom network resource management systems are primarily built on relational databases, leading to data fragmentation and semantic isolation across different professional domains such as transmission, access, and core networks. This paper proposes an intelligent resource management framework that integrates Knowledge Graphs (KG) and Large Language Models (LLM). Relational data are transformed into a semantic knowledge representation that unifies multi-domain resources and dependencies. The LLM operates as an AI agent that leverages this knowledge for semantic query, reasoning, and decision support, while also performing data validation and graph optimization to enhance overall data quality. This bidirectional enhancement—where the knowledge graph supports reasoning and the LLM refines the knowledge—enables a closed-loop intelligent management system. Application results in telecom resource operations, including transmission and cloud domains, demonstrate significant improvements in efficiency, accuracy, and interpretability.",H. Ding; Y. Chao; X. Li; X. Chen; X. Kong; X. Zhang,2025,10.1109/icbaie66852.2025.11326597,"2025 6th International Conference on Big Data, Artificial Intelligence and Internet of Things Engineering (ICBAIE)",Knowledge Graph;Large Language Model;Network Resource Management;AI Agent;Intelligent Operations,IEEE Conferences,,IEEE,R2B
Knowledge-Aware Synergistic Discovery of Drug Combinations: A Large Language Model Perspective,"Drug combination therapy with significant advantages is a well-established concept in cancer treatment. Some related efforts have been made with multiple artful deep learning techniques. However, they are usually based on data for drug synergy prediction, ignoring the professional characteristics of data and the systematic knowledge accumulation. Meanwhile, integrating the dispersed professional knowledge and effectively utilizing it in data remains a crucial technical challenge. In this study, we propose KSDDC, a novel model for knowledge-aware synergistic discovery of drug combinations from a large language model (LLM) perspective (i.e., from the continuously learnable and refined large database). Within this framework, three main modules are well-designed, i.e., knowledge-aware drug feature auto-encoding, knowledge-aware cell line feature encoding and drug-drug synergy prediction. Informative embeddings of samples are discovered and combined to make accurate drug synergy prediction. Overall, KSDDC is superior compared with the other shallow machine learning based methods and deep learning based methods on several synergistic prediction benchmarks, where about 19% F1-score improvements over the second best method on DrugComb_1 can be observed. Starting with drug synergy prediction, our studies with knowledge-enabled data mining offer valuable insights and serve as a reference method for future research in this field.",P. -Y. Lai; M. -S. Chen; D. -Z. Liao; C. -D. Wang; M. Chen; L. Mei,2025,10.1109/tcbbio.2025.3592471,IEEE Transactions on Computational Biology and Bioinformatics,Drug synergy;deep learning;heterogeneous knowledge;learnable database;large language model,IEEE Journals,1.0,IEEE,R2B
Multimodal Health Risk Prediction System for Chronic Diseases via Vision-Language Fusion and Large Language Models,"With the rising global burden of chronic diseases and the multimodal and heterogeneous clinical data (medical imaging, free-text recordings, wearable sensor streams, etc.), there is an urgent need for a unified multimodal AI framework that can proactively predict individual health risks. We propose VL-RiskFormer: a hierarchical stacked visual-language multimodal Transformer with a large language model (LLM) inference head embedded in its top layer. The system builds on the dual-stream architecture of existing visual-linguistic models (e.g., PaLM-E, LLaVA) with four key innovations: (i) pre-training with cross-modal comparison, fine-grained alignment of radiological images, fundus maps, and wearable device photos with corresponding clinical narratives using momentum update encoders and debiased InfoNCE losses; (ii)Tme fusion block integrates irregular visit sequences into the causal Transformer decoder through adaptive time interval position coding; (iii) Design a disease ontology map adapter, injecting ICD-10 into visual and textual channels in layers, and inferring comorbid patterns with the help of graph attention mechanism. On the MIMIC-IV longitudinal cohort, VL-RiskFormer achieved an average AUROC of 0.9 with an expected calibration error of 2.7%.",D. Lu; S. Wu; X. Huang,2025,10.1109/icahn67688.2025.00022,"2025 International Conference on Artificial Intelligence, Human-Computer Interaction and Natural Language Processing (ICAHN)",Multimodal Fusion;Hierarchical Transformer;Electronic Health Records;Personalized Health Recommendations,IEEE Conferences,,IEEE,R2B
Integrating Dynamic Knowledge Graphs with Large Language Models for Physiological Modeling in Traditional Chinese Medicine,"Large Language Models (LLMs) have demonstrated remarkable capabilities in natural language understanding and generation, yet their applicability to Traditional Chinese Medicine (TCM) remains limited due to insufficient coverage of physiological knowledge and the high cost of updating domain-specific content. To address these challenges, we propose the TCM-PK-Model, a novel framework that integrates dynamic physiological knowledge graphs with LLMs. Our approach introduces a multi-granularity semantic abstraction strategy for index construction, enabling efficient summarization of entities, triples, and knowledge modules while preserving interpretability. During retrieval, we design a multi-perspective query mechanism that combines semantic similarity matching with triple-importance scoring, enhancing the accuracy and relevance of retrieved knowledge. For generation, we construct a high-quality TCM physiological question–answering dataset through LLM-based data augmentation and BM25-based filtering, and conduct full-parameter fine-tuning of the Qwen2.5-7B model to enrich its domain expertise. Experimental results demonstrate that our model significantly reduces hallucinations, improves factual consistency, and achieves notable gains in ROUGE and BLEU scores compared to baseline LLMs. This work provides a scalable pathway for integrating dynamic knowledge graphs with LLMs, advancing both the reliability and interpretability of AI-assisted physiological modeling in TCM.",H. Li; A. Wulamu; Q. Liu; J. Xiao,2025,10.1109/iccbdai66607.2025.11388184,"2025 IEEE 6th International Conference on Computer, Big Data, Artificial Intelligence (ICCBD+AI)",Dynamic Knowledge Graphs;Large Language Models;Traditional Chinese Medicine;Physiological Modeling;Retrieval-Augmented Generation;Domain-Specific Fine-Tuning,IEEE Conferences,,IEEE,R2B
Hybrid Knowledge Graph Integration in Large Language Models for Explainable Contextual Understanding and Improved Accuracy,"The study investigated the application of Hybrid Knowledge Graphs (HKGs) to Large Language Models (LLMs) to improve contextual understanding, semantic accuracy, and interpretability. Although LLMs such as GPT and BERT can be quite strong language generators, they tend to fail and have problems in factual reasoning, entity disambiguation, and multi-hop inference because they have very weak structured knowledge. To overcome these shortcomings, a hybrid architecture was developed combining structured knowledge of Knowledge Graphs with transformer based Embeddings of LLM using embedding alignment, contextual fusion and attention-based reasoning. Several benchmark datasets, quantitative metrics, such as, perplexity, contextual coherence, semantic similarity, and reasoning accuracy, and visual analyses, such as, accuracy trends, confusion matrices, and embedding projections, were used to evaluate the model. The findings showed that the hybrid model was much more effective at contextual understanding, semantic ambiguity, and reasoning interpretability than the base LLMs. The results show that Knowledge Graph integration is semantically grounded, can enhance representational consistency, and can support human-like reasoning, which can be used to present a strong framework of explainable and context-aware AI systems.",G. V. Krishna; D. A. J. Sunderraj; F. D. D; U. Kiran M; V. T. R. P. K. M; V. M. Gupta,2025,10.1109/icicnis66685.2025.11315825,2025 6th International Conference on IoT Based Control Networks and Intelligent Systems (ICICNIS),Large Language Models;Hybrid Knowledge Graph;Contextual Understanding;Semantic Reasoning;Explainable AI,IEEE Conferences,,IEEE,R2B
Research on Large Language Models for Elderly Travel Education Integrated with External Knowledge Bases,"A Large Language Model has demonstrated exceptional performance across a variety of tasks. However, when deployed in specific domains like smart elderly care, the models still face challenges due to a deficiency in domain-specific knowledge and encounter performance bottlenecks in providing services for older people. In this paper, we introduce an LLM named ChatDriver, which is tailored for elderly travel education. Considering the importance of data quality, we have carefully designed a fine-tuning dataset for the older population care domain. Additionally, we propose a method that combines vector database retrieval with keyword retrieval to effectively address the uncertainty issues caused by vector similarity matching in vector databases. Furthermore, by employing a novel attention mechanism and improving memory management and computational resource utilization, we have significantly enhanced the model's performance.",W. Wang; Y. Chen; X. Pan,2024,10.1109/cbase64041.2024.10824480,"2024 3rd International Conference on Cloud Computing, Big Data Application and Software Engineering (CBASE)",Large Language Model;Memory Management;Elderly Travel Education,IEEE Conferences,,IEEE,R2B
A Hybrid Approach to Extraction of Knowledge From Scientific Texts Based on Large Language Models and Domain Dictionaries,"The vast information landscape of the Internet constitute a significant challenge for extracting valuable content. The lack of standardized data models and structures necessitates ad hoc solutions, often requiring expert knowledge that developers may lack. While Large Language Models (LLMs) hold promise for addressing this challenge, their susceptibility to AI hallucinations and inaccuracies necessitates ongoing research. This paper introduces a hybrid approach for extracting information on computational methods that combines domain-specific dictionaries with LLMs in order to improve the accuracy of method categorization. Our system incorporates explainability, allowing users to understand the reasoning behind method assignments. Furthermore, user-driven training is facilitated by allowing users to select theories and highlight relevant keywords, enhancing learning capabilities of the system. Its implementation demonstrates the effectiveness of this approach, achieving an impressive Fl-score of up to 90.3 %. This research contributes to the ongoing effort to develop robust and accurate knowledge extraction systems for navigating the ever-expanding landscape of online information.",A. Chusova; I. Artemieva; A. Chusov,2024,10.1109/sibircon63777.2024.10758538,"2024 IEEE International Multi-Conference on Engineering, Computer and Information Sciences (SIBIRCON)",Large Language Model;Dictionary;Classilication;Acoustic models,IEEE Conferences,,IEEE,R2B
Knowledge Graph and LoRA Fine-Tuning Large Language Model Fusion Method for Bridge Condition Evaluation,"The evaluation of the technical condition of bridges is crucial in ensuring the safety and prolonging the service life of bridges. By conducting regular technical condition evaluation of bridges, potential structural problems can be detected in advance, avoiding sudden accidents and ensuring the safety of transportation. In the early days, bridge technical condition assessment mainly relied on manual work, relying on the experience and judgment of inspectors. With the emergence of various types of bridge assessment specifications, expert systems were introduced into bridge technical condition evaluation, but since expert systems tend to reason based on rules and logic, and must select the options provided by the system or enter the problem in a fixed format, expert systems may not perform well when dealing with complex and ambiguous inputs. In this paper, a large language modeling(LLM) approach combined with knowledge graphs(KG) is proposed, which can address the problems of expert systems' inability to deal with uncertainty and ambiguity, the insufficient semantic parsing ability of traditional knowledge graphs, and the insufficient knowledge learning depth of current general-purpose large language models in vertical domains. Firstly, the knowledge map of bridge technical condition evaluation is constructed through the relevant evaluation standards, and secondly, adopts the LoRA method to fine-tune the large language model to improve the model's ability to extract keywords in the field of bridge technical condition evaluation. Finally, a question-answering test is conducted to determine whether the answers returned by the developed system match the user's intention. The question-answering test shows that it outperforms the expert system for complex and ambiguous questions, and that using a fine-tuned large language model combined with a knowledge graph is more accurate than using the original large language model directly or using the fine-tuned large language model directly.",J. Huang; F. Li; P. Yin; Y. Yan; J. Guo,2025,10.23919/ccc64809.2025.11178926,2025 44th Chinese Control Conference (CCC),Large language model;Knowledge graph;LoRA methodology;Bridge technical condition evaluation knowledge,IEEE Conferences,,IEEE,R2B
Fusion-Based Automated Domain Ontology Construction Method,"Ontology is a crucial component of the Semantic Web, enabling knowledge sharing and reuse across data sources by organizing information into a knowledge network. Currently, domain ontologies are primarily constructed manually by domain experts. However, due to the typically unstructured or semi-structured nature of data sources, combined with large data volumes and the difficulty of content evaluation, the construction process is inefficient. Furthermore, relying on a single data source often fails to ensure the completeness of an ontology. To address these challenges, this paper proposes a fusion-based method for automated domain ontology construction. This approach integrates two types of data sources: relational databases and domain-specific texts (such as research papers and books). The method involves converting relational databases into domain ontology using the RDB2RDF standard, training a domain concept extraction model to identify concepts from texts, and employing pattern matching to extract relationships between concepts for ontology construction. Finally, ontology merging techniques are used to combine data from both sources, generating the final ontology. Using the field of electronic components as a case study, the proposed method was evaluated by domain experts, who confirmed the ontology's comprehensiveness and validated the approach's effectiveness.",D. Yang; C. Liu,2024,10.1109/iccc62609.2024.10941712,2024 10th International Conference on Computer and Communications (ICCC),Relational database;Ontology construction;Concept extraction model,IEEE Conferences,,IEEE,R2B
